Total_Bsmt_SF,Gr_Liv_Area,Overall_Qual,Exter_Qual,Heating_QC,Kitchen_Qual,Garage_Finish,MS_SubClass,MS_Zoning,Lot_Config,Neighborhood,House_Style,Roof_Style,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Foundation,Garage_Type,SalePrice
1026.0,1026,5,4,5,3,1,mid,RL,FR2,mid,1Story,Gable,CemntBd,CmentBd,None,CBlock,Attchd,150000
1842.0,1842,9,4,4,4,3,mid,RL,Inside,high,1Story,Gable,WdShing,Wd Shng,None,CBlock,Attchd,385000
768.0,1986,7,3,3,3,1,high,RL,Inside,low,2Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,205000
1187.0,1208,7,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,Stone,PConc,Attchd,206000
1422.0,1422,7,4,5,4,2,mid,RL,FR2,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,179600
836.0,1220,4,3,3,3,1,mid,RL,Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,None,CBlock,Detchd,102000
1126.0,1126,5,3,3,5,2,mid,RL,Corner,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,175000
1015.0,1384,5,3,4,3,1,mid,RL,Inside,low,1Story,Hip,Wd Sdng,VinylSd,None,CBlock,Attchd,159000
1127.0,1127,6,3,3,3,1,mid,RL,Inside,low,1Story,Hip,HdBoard,Plywood,BrkFace,CBlock,Detchd,135000
994.0,1855,6,3,4,3,1,low,RL,Inside,low,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,CBlock,Attchd,136900
912.0,1236,5,3,3,3,1,mid,RL,Inside,low,1Story,Gable,HdBoard,Plywood,None,CBlock,Attchd,135000
1252.0,2365,8,4,5,4,2,high,RL,Inside,high,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,337000
1054.0,2654,6,3,3,4,1,high,RL,Corner,mid,2Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,250000
1236.0,2340,8,4,5,4,2,high,RL,FR3,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,306000
1200.0,1200,5,3,3,3,0,low,RL,Inside,low,1Story,Gable,Plywood,Plywood,None,CBlock,NA,179000
689.0,1392,7,4,5,4,1,mid,FV,Corner,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Detchd,146000
1138.0,2180,6,3,4,3,1,low,RM,Inside,low,1.5Fin,Gable,MetalSd,MetalSd,None,CBlock,Detchd,161000
1610.0,1610,6,3,4,4,2,mid,RL,Inside,mid,1Story,Gable,Plywood,Plywood,BrkFace,PConc,Attchd,205000
1277.0,1501,7,4,4,4,3,high,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,CBlock,Attchd,241500
1029.0,1029,4,3,4,3,1,mid,RL,Inside,low,1Story,Gable,VinylSd,VinylSd,BrkCmn,CBlock,Attchd,118500
1062.0,1352,5,3,5,4,1,mid,RL,Inside,mid,SLvl,Hip,Wd Sdng,ImStucc,BrkFace,CBlock,BuiltIn,130000
808.0,1072,5,3,5,3,1,low,RM,Inside,low,1Story,Gable,VinylSd,VinylSd,Stone,CBlock,Detchd,130000
1850.0,2698,10,5,5,5,2,high,RL,CulDSac,high,2Story,Hip,VinylSd,VinylSd,Stone,PConc,Attchd,535000
912.0,912,5,3,4,3,1,mid,RL,Inside,low,1Story,Gable,VinylSd,VinylSd,BrkFace,CBlock,Attchd,123000
0.0,1152,4,3,3,3,0,low,RL,Corner,low,1Story,Gable,AsbShng,Plywood,None,PConc,NA,82000
624.0,1450,7,3,5,3,1,mid,RM,Corner,low,2Story,Gable,Wd Sdng,Wd Shng,None,BrkTil,Detchd,132000
1073.0,1073,5,3,5,3,1,low,RL,Corner,low,1Story,Gable,MetalSd,MetalSd,None,BrkTil,Detchd,108480
1176.0,1458,5,3,3,3,1,mid,RL,Inside,low,1Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,165000
1461.0,1486,7,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,181000
552.0,1774,5,3,3,3,1,mid,RL,Inside,low,SLvl,Hip,HdBoard,HdBoard,None,CBlock,Attchd,165000
864.0,1479,5,3,3,3,3,low,RL,Inside,low,1.5Fin,Gable,HdBoard,HdBoard,None,CBlock,Attchd,161000
1504.0,1504,8,4,5,4,3,mid,RL,Corner,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,199000
817.0,1894,7,4,5,4,3,high,RL,Corner,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,BuiltIn,214900
1278.0,1278,8,4,5,4,2,mid,FV,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,198600
1141.0,2263,8,4,4,4,3,high,RL,Corner,high,2Story,Hip,VinylSd,VinylSd,BrkFace,PConc,BuiltIn,258000
1168.0,2787,7,3,5,3,3,low,RL,Inside,mid,2Story,Hip,VinylSd,VinylSd,BrkFace,PConc,BuiltIn,269500
707.0,1414,7,4,5,4,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,176000
1302.0,1302,6,3,5,4,2,mid,RL,Inside,low,SLvl,Hip,HdBoard,HdBoard,BrkFace,CBlock,Attchd,158000
408.0,1419,8,4,5,4,3,mid,RL,Inside,mid,SLvl,Hip,VinylSd,VinylSd,None,PConc,BuiltIn,184100
1625.0,1220,6,3,3,3,1,mid,RL,Inside,mid,1Story,Hip,HdBoard,HdBoard,BrkFace,CBlock,Attchd,170000
572.0,1982,6,3,4,3,3,mid,RL,Inside,mid,SLvl,Gable,VinylSd,VinylSd,BrkFace,CBlock,BuiltIn,208000
848.0,848,6,4,5,4,3,high,RM,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,140000
1596.0,1648,8,5,5,5,3,high,RM,Inside,mid,1Story,Hip,CemntBd,CmentBd,Stone,PConc,Attchd,230000
1337.0,1337,8,4,4,4,2,high,RL,Inside,high,1Story,Gable,HdBoard,HdBoard,None,PConc,Attchd,188500
901.0,1717,5,3,3,3,1,low,RL,Inside,mid,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,CBlock,Attchd,194000
1104.0,1104,5,3,4,3,2,mid,RL,Inside,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Attchd,133000
907.0,907,5,3,3,3,1,mid,RL,CulDSac,mid,1Story,Gable,MetalSd,MetalSd,BrkFace,BrkTil,Attchd,140000
782.0,1652,7,4,5,4,2,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,207500
932.0,2640,6,3,4,4,2,high,RL,Inside,mid,2Story,Gable,MetalSd,MetalSd,BrkFace,PConc,Attchd,256900
735.0,1034,5,3,4,3,1,low,RL,Inside,low,1.5Fin,Gable,MetalSd,MetalSd,None,CBlock,Detchd,109000
0.0,1513,5,3,3,3,1,low,RL,Inside,mid,1Story,Gable,HdBoard,HdBoard,None,Slab,Attchd,113722
1498.0,1498,8,4,5,4,3,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,Stone,PConc,Attchd,237000
1053.0,1053,5,3,4,4,2,mid,RL,Corner,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,2Types,142100
1178.0,1293,6,3,4,3,2,mid,RL,Inside,low,1Story,Hip,Wd Sdng,Wd Sdng,Stone,CBlock,Attchd,149900
2020.0,2020,9,5,5,5,2,mid,RL,Inside,high,1Story,Hip,VinylSd,VinylSd,Stone,PConc,Attchd,404000
1438.0,2448,7,3,3,3,2,high,RL,Inside,low,2Story,Gable,Plywood,Plywood,None,CBlock,Attchd,277500
741.0,1732,6,4,3,4,3,high,RL,Inside,mid,2Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,178000
1324.0,1324,8,4,5,4,3,high,RL,Inside,high,1Story,Hip,MetalSd,MetalSd,BrkFace,PConc,Attchd,254000
678.0,832,2,3,3,3,1,low,RM,Inside,low,1Story,Gable,AsbShng,AsbShng,None,BrkTil,Detchd,12789
1237.0,1253,7,3,4,3,3,mid,RL,Inside,mid,1Story,Gable,HdBoard,HdBoard,BrkFace,PConc,Attchd,176000
1249.0,2596,9,3,5,4,2,high,RL,Corner,high,2Story,Gable,VinylSd,VinylSd,Stone,PConc,Attchd,342643
876.0,902,5,3,3,3,1,mid,RL,Inside,low,1Story,Gable,HdBoard,Wd Sdng,BrkFace,CBlock,Attchd,125500
1495.0,1495,6,3,5,3,1,mid,RL,Inside,mid,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,CBlock,Attchd,150000
1574.0,1584,8,5,5,5,3,mid,FV,Corner,mid,1Story,Gable,CemntBd,CmentBd,None,PConc,Attchd,261329
1080.0,1080,7,3,5,4,0,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,NA,141000
1105.0,1647,4,3,4,3,3,mid,RL,Inside,low,1Story,Gable,VinylSd,VinylSd,None,CBlock,Attchd,153000
1258.0,1258,7,4,5,4,3,high,RL,Inside,mid,1Story,Gable,WdShing,Wd Shng,BrkFace,PConc,Attchd,172500
698.0,1396,6,3,5,3,1,mid,RL,Inside,low,2Story,Gable,Wd Sdng,Wd Sdng,None,BrkTil,Detchd,153575
837.0,1001,5,4,5,4,1,low,C (all),Inside,low,1Story,Hip,MetalSd,MetalSd,None,BrkTil,Detchd,124900
2121.0,2121,9,5,5,5,3,mid,RL,Inside,high,1Story,Gable,CemntBd,CmentBd,BrkFace,PConc,Attchd,415298
972.0,1480,6,2,5,3,1,low,RM,Inside,low,1.5Fin,Gable,MetalSd,MetalSd,None,BrkTil,Detchd,119000
1588.0,1588,8,4,5,4,2,mid,RL,Inside,mid,1Story,Hip,VinylSd,VinylSd,Stone,PConc,Attchd,227000
1053.0,1053,5,4,5,4,2,mid,RL,Inside,low,1Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,145500
492.0,492,3,3,3,3,1,low,RM,Inside,low,1Story,Gable,AsbShng,AsbShng,None,BrkTil,Detchd,61500
1851.0,1851,7,3,4,3,3,mid,RL,Corner,low,1Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,192100
698.0,1403,6,3,5,3,1,low,RM,Inside,low,2Story,Gable,MetalSd,MetalSd,None,CBlock,Detchd,116000
588.0,1138,6,3,5,3,2,mid,RL,Inside,low,SLvl,Hip,VinylSd,VinylSd,BrkFace,CBlock,Attchd,145000
2452.0,2452,9,4,5,5,3,mid,RL,Corner,high,1Story,Hip,VinylSd,VinylSd,BrkFace,PConc,Attchd,445000
1040.0,1040,5,3,3,4,1,mid,RL,Inside,mid,1Story,Gable,HdBoard,HdBoard,None,CBlock,Detchd,150500
763.0,1655,6,3,4,3,3,high,RL,Corner,mid,2Story,Gable,HdBoard,HdBoard,None,PConc,Attchd,175900
1116.0,1116,6,3,5,3,2,mid,RL,Inside,mid,1Story,Hip,Plywood,Plywood,BrkFace,CBlock,Attchd,167900
879.0,1863,7,4,5,4,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,BuiltIn,219210
1055.0,1845,6,4,5,4,2,high,RL,Inside,mid,2Story,Gable,Wd Sdng,Wd Sdng,None,PConc,Attchd,189000
1176.0,1176,5,3,3,3,2,mid,RL,Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,CBlock,Attchd,136500
864.0,892,5,3,5,4,1,mid,RL,Inside,low,1Story,Hip,HdBoard,HdBoard,BrkFace,CBlock,Detchd,137900
1022.0,1022,5,3,3,3,1,low,RM,Inside,low,1Story,Hip,MetalSd,Stucco,None,BrkTil,Detchd,85000
2136.0,2136,5,3,3,3,1,mid,RL,Inside,low,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,CBlock,Detchd,137900
926.0,1604,6,3,5,3,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,195500
806.0,1647,6,3,3,2,1,mid,RL,Corner,low,2Story,Gable,Wd Sdng,Wd Sdng,None,PConc,Detchd,128000
864.0,864,5,3,5,4,1,mid,RL,Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,None,CBlock,Detchd,135000
1076.0,1076,5,3,3,3,1,mid,RL,Inside,mid,1Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Detchd,143195
742.0,935,5,3,3,3,1,low,RM,Inside,low,1Story,Gable,VinylSd,VinylSd,None,BrkTil,Detchd,79500
835.0,1663,7,4,5,4,2,high,RL,FR2,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,192500
768.0,1328,5,3,3,3,1,low,RM,Inside,low,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,CBlock,Detchd,129500
806.0,1572,6,3,4,3,3,high,RL,Inside,mid,2Story,Gable,MetalSd,MetalSd,None,PConc,BuiltIn,168000
739.0,1342,6,3,5,3,1,low,RM,Inside,low,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,CBlock,Detchd,105000
981.0,981,6,3,3,3,1,mid,RL,Corner,low,1Story,Hip,Plywood,Plywood,None,CBlock,Detchd,143250
1099.0,1099,5,3,5,4,1,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,144000
948.0,2110,7,4,5,4,2,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,205000
970.0,1026,6,3,3,3,1,mid,RL,Corner,low,SFoyer,Gable,Plywood,Plywood,None,CBlock,Attchd,143000
1419.0,1419,9,4,5,5,3,high,FV,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,290000
2330.0,2364,9,5,5,5,3,mid,RL,Inside,high,1Story,Hip,VinylSd,VinylSd,Stone,PConc,Attchd,611657
1040.0,1040,5,3,4,4,1,mid,RL,Corner,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Detchd,152000
1280.0,1280,8,4,5,4,2,high,RL,Inside,high,1Story,Gable,HdBoard,HdBoard,None,PConc,Attchd,191500
1143.0,2473,8,4,5,4,2,high,RL,Inside,high,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,BuiltIn,317000
680.0,1302,7,3,5,4,1,low,RL,Inside,low,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,BrkTil,Attchd,165250
1092.0,1092,5,3,3,3,1,mid,RL,Inside,low,1Story,Hip,HdBoard,HdBoard,None,CBlock,Attchd,123000
988.0,1188,6,3,3,3,1,mid,RL,Inside,low,1Story,Gable,HdBoard,HdBoard,None,CBlock,Attchd,185000
1045.0,1045,7,3,4,3,1,mid,RL,Corner,low,1Story,Gable,Wd Sdng,Wd Sdng,None,CBlock,Detchd,120000
1093.0,1093,6,3,4,3,2,mid,RL,Corner,mid,1Story,Hip,HdBoard,HdBoard,None,CBlock,Attchd,158500
798.0,1640,6,4,5,4,2,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,173000
0.0,1224,4,3,3,3,1,low,RL,FR2,low,1Story,Gable,HdBoard,HdBoard,None,Slab,CarPort,101800
560.0,1135,7,4,5,4,2,mid,RL,Inside,low,2Story,Gable,Wd Sdng,Wd Sdng,None,PConc,Detchd,155000
1054.0,1078,5,3,5,5,1,low,RL,Inside,low,1Story,Gable,MetalSd,MetalSd,None,BrkTil,Detchd,125000
0.0,968,4,3,4,3,1,mid,RM,Inside,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Attchd,104500
1462.0,2224,9,4,5,5,3,high,RL,Inside,high,2Story,Hip,VinylSd,VinylSd,Stone,PConc,Attchd,350000
0.0,1040,3,3,4,3,1,low,RL,Inside,low,1Story,Gable,Stucco,Stone,None,CBlock,Detchd,93500
873.0,1790,7,4,5,4,2,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,193000
588.0,2555,6,3,2,3,3,mid,RL,Inside,mid,2.5Fin,Gable,MetalSd,MetalSd,None,BrkTil,Detchd,191000
813.0,813,6,3,5,4,1,low,RM,Inside,low,1Story,Hip,Wd Sdng,Wd Sdng,None,BrkTil,Detchd,110000
1299.0,1872,8,4,5,5,2,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,BuiltIn,261500
1050.0,1050,5,3,4,3,1,mid,RL,Inside,low,1Story,Hip,MetalSd,MetalSd,None,CBlock,Attchd,128900
1733.0,3500,9,4,5,5,2,high,RL,Inside,high,2Story,Hip,MetalSd,MetalSd,BrkFace,PConc,Attchd,584500
864.0,948,4,3,5,3,1,mid,RL,Inside,low,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,PConc,Attchd,111000
750.0,1316,5,3,3,3,1,low,RL,Inside,low,1.5Fin,Gable,HdBoard,HdBoard,None,PConc,Detchd,90000
1021.0,2380,6,3,3,3,1,high,RL,Inside,low,2Story,Flat,Plywood,Plywood,BrkCmn,CBlock,CarPort,129000
1296.0,1640,6,4,5,4,1,mid,RL,CulDSac,mid,1Story,Hip,HdBoard,HdBoard,BrkFace,CBlock,Detchd,224000
600.0,1200,6,4,5,4,2,mid,FV,Inside,mid,2Story,Gable,MetalSd,MetalSd,None,PConc,Detchd,165000
662.0,1324,6,3,5,3,1,mid,RM,Inside,low,2Story,Gable,VinylSd,VinylSd,None,BrkTil,Detchd,122000
1546.0,1564,8,4,5,5,2,mid,RL,Inside,mid,1Story,Hip,VinylSd,VinylSd,None,PConc,Attchd,267300
1926.0,3140,9,5,5,5,3,high,RL,Inside,high,2Story,Hip,VinylSd,VinylSd,Stone,PConc,BuiltIn,485000
1595.0,2486,6,3,3,3,1,low,RM,Inside,low,1.5Fin,Gable,BrkFace,Wd Sdng,None,CBlock,Detchd,220000
864.0,1771,6,3,5,4,2,high,RL,Corner,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,215700
1836.0,1836,8,4,5,4,3,mid,RL,Inside,high,1Story,Gable,MetalSd,MetalSd,Stone,PConc,Attchd,280000
1603.0,1575,8,4,5,4,3,mid,RL,Corner,high,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,284000
630.0,630,4,3,4,3,0,low,RM,Inside,low,SFoyer,Gable,CemntBd,CmentBd,None,CBlock,NA,84500
1395.0,1395,6,3,3,3,2,mid,RL,Inside,low,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,CBlock,Attchd,192000
502.0,1004,7,3,3,4,1,mid,RM,Inside,low,2Story,Gable,Wd Sdng,Wd Sdng,None,BrkTil,Detchd,105000
1860.0,1836,7,4,5,4,3,mid,RL,Inside,mid,1Story,Hip,VinylSd,VinylSd,None,PConc,Attchd,216837
1296.0,1496,5,2,3,4,2,mid,RL,Inside,low,1Story,Gable,MetalSd,MetalSd,BrkFace,CBlock,Attchd,141500
894.0,894,5,3,5,4,2,mid,RL,FR2,low,1Story,Gable,VinylSd,VinylSd,None,CBlock,Attchd,130000
1040.0,1040,5,3,3,3,0,mid,RL,Inside,mid,1Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,NA,124000
859.0,1828,5,3,5,4,0,mid,RM,Inside,low,2Story,Gable,Wd Sdng,Plywood,None,BrkTil,Detchd,150909
1008.0,1008,5,3,5,3,2,mid,RL,Inside,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Attchd,139500
864.0,864,4,3,3,3,1,mid,RL,Inside,low,1Story,Gable,WdShing,Plywood,None,CBlock,Detchd,79275
1476.0,1484,8,4,5,5,2,mid,RL,Inside,mid,1Story,Hip,VinylSd,VinylSd,BrkFace,PConc,Attchd,265900
768.0,790,6,3,3,3,1,low,RL,Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,None,BrkTil,Detchd,91000
1122.0,1934,5,3,5,3,1,high,RL,Inside,mid,2Story,Gable,HdBoard,Wd Sdng,BrkFace,PConc,Attchd,185000
1150.0,1150,5,3,5,3,2,mid,RL,Inside,low,1Story,Gable,BrkFace,Wd Sdng,None,CBlock,Attchd,141000
1582.0,2152,8,4,5,4,1,high,RL,Corner,high,2Story,Gable,VinylSd,VinylSd,None,PConc,Detchd,260116
672.0,672,4,3,3,3,1,low,RL,Inside,low,1Story,Hip,MetalSd,MetalSd,None,CBlock,Attchd,113000
1401.0,1511,8,4,5,4,3,mid,RL,Corner,mid,SLvl,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,225000
793.0,793,5,3,3,2,1,low,RL,Corner,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Detchd,113000
1008.0,1096,6,3,3,3,1,mid,RL,Inside,low,SLvl,Gable,Plywood,Plywood,None,CBlock,Detchd,125200
918.0,2100,8,5,5,5,3,high,RL,Inside,high,2Story,Gable,VinylSd,VinylSd,Stone,PConc,BuiltIn,319500
913.0,1558,5,3,3,3,1,low,RL,Inside,low,1.5Fin,Gable,MetalSd,MetalSd,None,CBlock,Attchd,140000
1632.0,1650,6,3,3,3,1,mid,RL,Inside,mid,1Story,Gable,Plywood,Plywood,None,CBlock,Attchd,250764
948.0,2088,8,5,5,4,3,high,RL,Inside,high,2Story,Hip,VinylSd,VinylSd,Stone,PConc,BuiltIn,250000
768.0,1536,6,4,5,4,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,176000
1331.0,1721,6,3,4,3,1,mid,RL,Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,CBlock,Attchd,174850
804.0,1548,6,3,3,3,1,mid,RL,Inside,low,2Story,Gable,Plywood,Brk Cmn,None,CBlock,Detchd,147000
918.0,918,6,3,3,3,1,high,RL,Inside,mid,1Story,Gable,Plywood,Plywood,None,CBlock,Attchd,99500
1365.0,2690,9,4,5,5,2,high,RL,Inside,high,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,398800
953.0,1647,6,3,5,3,2,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,175000
825.0,825,5,3,3,3,1,mid,RL,Inside,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Attchd,109500
1657.0,1657,6,3,4,3,1,mid,RL,Inside,low,1Story,Gable,Plywood,Plywood,None,CBlock,Attchd,163500
788.0,788,4,3,3,3,0,low,RL,Corner,low,1Story,Gable,WdShing,Wd Shng,None,CBlock,NA,100000
1334.0,2826,8,4,5,4,2,high,RL,Inside,high,2Story,Gable,HdBoard,ImStucc,BrkFace,PConc,Attchd,334000
864.0,864,5,3,5,3,1,mid,RL,Inside,low,1Story,Hip,HdBoard,HdBoard,None,CBlock,Detchd,137250
1392.0,2462,7,4,5,4,2,high,RL,Corner,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,320000
1063.0,1287,5,3,5,4,3,mid,RL,Corner,low,1Story,Gable,Wd Sdng,Wd Sdng,None,CBlock,Detchd,162000
1470.0,1478,7,5,5,4,3,mid,FV,Inside,mid,1Story,Gable,MetalSd,MetalSd,Stone,PConc,Attchd,222000
698.0,1342,7,4,5,4,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,178000
788.0,804,5,3,3,4,1,low,RM,Corner,low,1Story,Gable,MetalSd,MetalSd,Stone,CBlock,Attchd,119000
864.0,1812,5,3,3,3,2,high,RL,Inside,low,2Story,Gable,VinylSd,VinylSd,BrkFace,CBlock,Attchd,169500
952.0,2256,7,4,5,4,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,BuiltIn,236000
1596.0,1648,8,5,5,5,3,high,RM,Inside,mid,1Story,Hip,CemntBd,CmentBd,Stone,PConc,Attchd,294464
952.0,2112,6,3,3,3,1,high,RL,Inside,low,2Story,Gable,HdBoard,HdBoard,None,CBlock,Attchd,206900
956.0,2084,7,4,5,4,2,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,BuiltIn,233000
1032.0,1032,6,3,4,3,1,low,RM,Inside,low,1Story,Gable,MetalSd,MetalSd,None,BrkTil,Detchd,108000
680.0,1470,6,3,4,3,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,BuiltIn,165000
1040.0,1040,5,3,3,3,1,mid,RL,CulDSac,mid,1Story,Gable,CemntBd,CmentBd,None,CBlock,Detchd,134900
884.0,884,5,4,5,3,1,low,RM,Inside,low,1.5Unf,Gable,AsbShng,AsbShng,None,BrkTil,Detchd,113000
1097.0,1097,5,3,5,3,1,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,147900
864.0,864,5,3,5,3,0,low,RL,Corner,low,1Story,Gable,Wd Sdng,Wd Sdng,None,PConc,NA,99900
855.0,1456,6,3,4,3,2,mid,RL,FR2,low,2Story,Gable,Plywood,Brk Cmn,None,CBlock,Attchd,143000
816.0,1176,6,3,3,3,1,low,RM,Inside,low,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,PConc,Detchd,114500
912.0,941,5,3,3,3,1,mid,RL,Inside,low,1Story,Gable,VinylSd,VinylSd,None,CBlock,Attchd,129200
1600.0,1652,8,5,5,4,3,high,RM,Inside,mid,1Story,Hip,CemntBd,CmentBd,Stone,PConc,Attchd,392500
1152.0,2340,7,5,5,4,2,mid,RL,Inside,mid,2Story,Gable,CemntBd,CmentBd,None,Stone,Attchd,266500
384.0,1382,7,4,4,3,3,mid,RL,Inside,mid,SLvl,Gable,VinylSd,VinylSd,None,PConc,BuiltIn,177500
1008.0,1008,5,3,4,4,1,mid,RL,Inside,low,1Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,139500
608.0,1396,6,4,5,4,3,high,RL,Corner,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,BuiltIn,170000
845.0,2154,6,3,5,3,2,high,RL,Inside,low,2Story,Gable,MetalSd,MetalSd,BrkFace,CBlock,Attchd,224500
1082.0,2400,8,4,5,4,3,high,RL,Inside,high,2Story,Gable,VinylSd,VinylSd,Stone,PConc,BuiltIn,290000
1040.0,1818,7,3,5,3,1,low,RM,Corner,low,1.5Fin,Gable,Stucco,Stucco,BrkFace,PConc,Detchd,169500
1710.0,1710,7,4,5,4,3,mid,RL,CulDSac,low,1Story,Hip,VinylSd,VinylSd,Stone,PConc,Attchd,240000
1078.0,1150,5,3,5,3,3,mid,RL,Inside,low,1Story,Hip,HdBoard,HdBoard,BrkFace,CBlock,Attchd,144000
816.0,1977,6,3,3,3,2,high,RL,Corner,low,2Story,Gable,VinylSd,VinylSd,BrkCmn,CBlock,Attchd,165000
1332.0,1332,6,4,4,4,2,high,RL,Inside,mid,1Story,Gable,Plywood,ImStucc,None,PConc,Attchd,145000
1250.0,1298,5,3,5,3,1,mid,RL,CulDSac,low,1Story,Gable,Wd Sdng,Wd Sdng,None,CBlock,Detchd,114000
1935.0,1973,8,4,4,4,3,mid,RL,Corner,high,1Story,Hip,VinylSd,VinylSd,BrkFace,PConc,Attchd,395000
525.0,1092,6,3,3,3,1,mid,RM,Inside,low,2Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Detchd,105500
1049.0,1916,8,4,5,4,1,high,RL,Inside,low,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,254900
864.0,1238,5,3,2,3,1,mid,RL,Inside,low,1Story,Gable,WdShing,Wd Shng,None,CBlock,Attchd,102000
944.0,1840,7,4,5,4,2,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,230000
939.0,1513,5,3,5,3,1,mid,RM,Inside,low,2Story,Gable,MetalSd,MetalSd,None,BrkTil,Detchd,137500
1008.0,1143,5,4,3,3,1,low,RL,Inside,low,1Story,Gable,WdShing,Wd Shng,None,BrkTil,Detchd,138000
